"Date","Price","Open","High","Low","Vol.","Change %"
"03/14/2017","1,543.15","1,533.50","1,546.01","1,531.73","11.39B","0.50%"
"03/13/2017","1,535.51","1,537.08","1,538.10","1,528.78","10.26B","-0.29%"
"03/10/2017","1,539.91","1,547.91","1,548.59","1,537.23","9.54B","-0.60%"
"03/09/2017","1,549.24","1,548.23","1,551.20","1,544.62","9.01B","-0.16%"
"03/08/2017","1,551.73","1,549.29","1,551.73","1,534.85","13.94B","0.12%"
"03/07/2017","1,549.87","1,552.44","1,556.95","1,549.09","8.12B","-0.24%"
"03/06/2017","1,553.61","1,564.41","1,564.89","1,550.98","8.30B","-0.80%"
"03/03/2017","1,566.20","1,567.06","1,569.74","1,564.16","7.79B","-0.24%"
"03/02/2017","1,569.94","1,571.28","1,573.31","1,568.42","11.19B","0.18%"
"03/01/2017","1,567.19","1,562.03","1,567.36","1,559.85","8.62B","0.49%"
"02/28/2017","1,559.56","1,559.48","1,563.96","1,557.93","8.81B","0.10%"
"02/27/2017","1,558.03","1,560.58","1,562.86","1,555.52","10.33B","-0.42%"
"02/24/2017","1,564.59","1,566.64","1,568.43","1,561.46","10.86B","-0.17%"
"02/23/2017","1,567.32","1,569.98","1,570.27","1,562.58","10.90B","-0.30%"
"02/22/2017","1,572.04","1,567.90","1,572.22","1,561.71","10.22B","0.49%"
"02/21/2017","1,564.42","1,578.38","1,583.31","1,564.37","11.68B","-0.89%"
"02/20/2017","1,578.47","1,580.46","1,581.91","1,574.24","10.88B","0.04%"
"02/17/2017","1,577.84","1,578.86","1,583.74","1,577.26","9.61B","0.11%"
"02/16/2017","1,576.05","1,574.34","1,580.34","1,573.07","10.65B","0.17%"
"02/15/2017","1,573.37","1,571.86","1,574.91","1,560.67","13.54B","0.07%"
"02/14/2017","1,572.24","1,586.38","1,587.66","1,570.06","9.33B","-0.82%"
"02/10/2017","1,585.24","1,589.68","1,590.96","1,582.68","9.30B","0.13%"
"02/09/2017","1,583.25","1,592.91","1,595.81","1,582.60","9.95B","-0.38%"
"02/08/2017","1,589.29","1,582.54","1,594.61","1,581.60","11.62B","0.43%"
"02/07/2017","1,582.52","1,587.76","1,591.70","1,580.66","9.81B","-0.42%"
"02/06/2017","1,589.13","1,586.79","1,592.68","1,584.44","10.52B","0.39%"
"02/03/2017","1,582.95","1,573.26","1,586.06","1,571.38","9.84B","0.65%"
"02/02/2017","1,572.67","1,577.14","1,582.10","1,572.45","9.20B","-0.23%"
"02/01/2017","1,576.32","1,575.13","1,581.35","1,569.75","10.29B","-0.06%"
"01/31/2017","1,577.31","1,586.24","1,586.87","1,575.86","9.06B","-0.83%"
"01/30/2017","1,590.56","1,589.25","1,594.66","1,587.00","8.17B","-0.02%"
"01/27/2017","1,590.80","1,590.37","1,592.51","1,586.01","7.89B","-0.01%"
"01/26/2017","1,591.00","1,596.74","1,600.79","1,587.21","10.71B","0.42%"
"01/25/2017","1,584.29","1,584.05","1,588.11","1,580.07","11.78B","0.35%"
"01/24/2017","1,578.82","1,573.35","1,581.78","1,572.92","12.15B","0.51%"
"01/23/2017","1,570.79","1,567.68","1,571.01","1,565.09","9.38B","0.50%"
"01/20/2017","1,562.99","1,553.07","1,566.34","1,552.16","10.54B","0.52%"
"01/19/2017","1,554.88","1,559.48","1,560.44","1,546.56","10.30B","-0.38%"
"01/18/2017","1,560.83","1,569.28","1,572.16","1,560.76","9.66B","-0.38%"
"01/17/2017","1,566.84","1,573.01","1,577.71","1,566.17","11.81B","-0.32%"
"01/16/2017","1,571.80","1,574.15","1,576.82","1,567.65","11.41B","-0.22%"
"01/13/2017","1,575.24","1,572.67","1,576.35","1,566.81","9.10B","0.41%"
"01/12/2017","1,568.84","1,580.77","1,581.35","1,567.36","10.13B","-0.26%"
"01/11/2017","1,572.93","1,572.38","1,583.26","1,571.83","12.06B","0.05%"
"01/10/2017","1,572.10","1,563.49","1,574.04","1,563.13","10.95B","0.51%"
"01/09/2017","1,564.08","1,572.84","1,573.75","1,559.83","11.31B","-0.47%"
"01/06/2017","1,571.48","1,572.90","1,575.62","1,566.78","12.25B","0.03%"
"01/05/2017","1,571.05","1,568.39","1,574.85","1,564.84","12.64B","0.48%"
"01/04/2017","1,563.58","1,548.49","1,564.58","1,548.44","12.28B","1.34%"
"12/30/2016","1,542.94","1,539.51","1,546.58","1,538.05","7.49B","0.33%"
"12/29/2016","1,537.81","1,524.58","1,542.39","1,523.97","6.95B","0.87%"
"12/28/2016","1,524.60","1,520.40","1,526.62","1,518.68","6.80B","0.50%"
"12/27/2016","1,517.08","1,516.25","1,519.66","1,513.98","5.57B","0.12%"
"12/26/2016","1,515.23","1,512.09","1,517.08","1,511.80","5.87B","0.35%"
"12/23/2016","1,509.98","1,504.76","1,511.85","1,502.28","7.74B","0.39%"
"12/22/2016","1,504.12","1,509.09","1,510.42","1,502.29","6.66B","-0.29%"
"12/21/2016","1,508.57","1,513.68","1,515.87","1,506.75","8.30B","-0.20%"
"12/20/2016","1,511.65","1,524.64","1,524.89","1,507.91","8.65B","-0.71%"
"12/19/2016","1,522.40","1,524.15","1,527.03","1,520.89","8.58B","-0.01%"
"12/16/2016","1,522.51","1,523.47","1,527.58","1,520.73","9.50B","0.19%"
"12/15/2016","1,519.65","1,516.20","1,522.62","1,514.68","10.48B","-0.11%"
"12/14/2016","1,521.25","1,531.06","1,531.84","1,518.11","10.45B","-0.59%"
"12/13/2016","1,530.21","1,528.16","1,532.37","1,521.42","10.65B","0.25%"
"12/09/2016","1,526.32","1,531.95","1,532.84","1,522.84","9.27B","0.06%"
"12/08/2016","1,525.41","1,524.20","1,530.33","1,523.73","10.86B","0.32%"
"12/07/2016","1,520.53","1,515.61","1,523.45","1,513.28","11.92B","0.27%"
"12/06/2016","1,516.48","1,506.48","1,516.50","1,503.15","8.16B","0.99%"
"12/02/2016","1,501.66","1,514.40","1,518.29","1,498.57","8.69B","-0.71%"
"12/01/2016","1,512.38","1,519.66","1,523.63","1,510.64","10.44B","0.14%"
"11/30/2016","1,510.24","1,498.41","1,511.87","1,496.05","9.58B","0.87%"
"11/29/2016","1,497.18","1,507.59","1,509.51","1,494.51","9.37B","-0.24%"
"11/28/2016","1,500.78","1,502.57","1,505.48","1,498.93","8.47B","0.03%"
"11/25/2016","1,500.40","1,494.26","1,500.41","1,493.55","9.31B","0.69%"
"11/24/2016","1,490.11","1,495.65","1,497.62","1,487.94","8.36B","-0.42%"
"11/23/2016","1,496.36","1,491.02","1,496.38","1,488.38","9.75B","0.72%"
"11/22/2016","1,485.68","1,485.56","1,489.29","1,483.03","10.64B","0.50%"
"11/21/2016","1,478.30","1,476.82","1,482.87","1,472.65","8.55B","0.30%"
"11/18/2016","1,473.86","1,471.99","1,475.90","1,465.90","10.71B","0.00%"
"11/17/2016","1,473.85","1,477.11","1,478.30","1,467.36","10.71B","-0.05%"
"11/16/2016","1,474.64","1,483.88","1,486.45","1,474.55","12.92B","-0.12%"
"11/15/2016","1,476.46","1,474.06","1,478.63","1,463.31","17.15B","0.49%"
"11/14/2016","1,469.23","1,481.97","1,483.29","1,467.37","12.70B","-1.69%"
"11/11/2016","1,494.53","1,508.62","1,509.02","1,493.93","13.84B","-1.30%"
"11/10/2016","1,514.26","1,519.17","1,522.63","1,513.00","14.06B","0.32%"
"11/09/2016","1,509.43","1,498.81","1,509.43","1,486.32","18.52B","-0.03%"
"11/08/2016","1,509.84","1,504.49","1,510.99","1,501.96","12.53B","0.50%"
"11/07/2016","1,502.27","1,496.06","1,504.98","1,495.14","9.38B","1.12%"
"11/04/2016","1,485.70","1,489.40","1,491.44","1,478.90","12.34B","-0.49%"
"11/03/2016","1,493.08","1,499.14","1,504.84","1,493.05","10.28B","-0.37%"
"11/02/2016","1,498.65","1,502.19","1,502.57","1,494.06","8.79B","-0.39%"
"11/01/2016","1,504.52","1,500.15","1,507.74","1,499.66","9.74B","0.59%"
"10/31/2016","1,495.72","1,494.04","1,497.64","1,491.04","7.66B","0.09%"
"10/28/2016","1,494.44","1,500.72","1,501.36","1,491.32","9.92B","-0.26%"
"10/27/2016","1,498.36","1,492.20","1,500.99","1,488.72","10.77B","0.42%"
"10/26/2016","1,492.12","1,505.99","1,507.20","1,492.11","10.75B","-0.95%"
"10/25/2016","1,506.47","1,505.82","1,508.89","1,496.66","9.55B","0.41%"
"10/21/2016","1,500.37","1,494.61","1,501.22","1,491.63","9.92B","0.51%"
"10/20/2016","1,492.73","1,495.10","1,498.04","1,490.65","10.48B","0.43%"
"10/19/2016","1,486.28","1,471.78","1,490.98","1,470.51","12.36B","0.59%"
"10/18/2016","1,477.54","1,479.41","1,482.17","1,467.61","10.68B","0.01%"
"10/17/2016","1,477.34","1,470.54","1,481.18","1,463.19","12.19B","-0.02%"
"10/14/2016","1,477.61","1,461.42","1,480.47","1,448.19","20.39B","4.59%"
"10/13/2016","1,412.82","1,387.03","1,412.82","1,356.79","24.23B","0.47%"
"10/12/2016","1,406.18","1,432.42","1,435.29","1,343.13","32.41B","-2.50%"
"10/11/2016","1,442.21","1,465.79","1,467.71","1,431.70","13.66B","-1.02%"
"10/10/2016","1,457.02","1,453.36","1,470.84","1,450.87","15.61B","-3.15%"
"10/07/2016","1,504.34","1,513.18","1,514.25","1,501.00","9.99B","-0.63%"
"10/06/2016","1,513.86","1,512.64","1,518.23","1,509.71","10.68B","0.26%"
"10/05/2016","1,509.92","1,512.79","1,514.12","1,505.87","9.34B","0.01%"
"10/04/2016","1,509.78","1,496.01","1,511.06","1,494.37","9.52B","1.26%"
"10/03/2016","1,490.94","1,490.11","1,493.77","1,487.62","7.28B","0.52%"
"09/30/2016","1,483.21","1,485.82","1,490.14","1,479.46","8.14B","-0.55%"
"09/29/2016","1,491.43","1,491.37","1,498.51","1,488.26","8.65B","0.80%"
"09/28/2016","1,479.58","1,489.17","1,491.20","1,477.29","8.73B","-0.66%"
"09/27/2016","1,489.39","1,493.55","1,498.20","1,488.78","8.19B","-0.05%"
"09/26/2016","1,490.14","1,481.65","1,492.21","1,479.17","9.11B","-0.18%"
"09/23/2016","1,492.88","1,505.77","1,505.85","1,485.14","12.61B","-0.87%"
"09/22/2016","1,505.99","1,498.76","1,506.70","1,496.81","10.27B","1.27%"
"09/21/2016","1,487.17","1,481.23","1,496.93","1,480.23","12.35B","0.91%"
"09/20/2016","1,473.78","1,490.73","1,491.16","1,467.55","11.64B","-1.27%"
"09/19/2016","1,492.73","1,482.58","1,493.02","1,481.19","13.20B","0.92%"
"09/16/2016","1,479.07","1,471.14","1,479.07","1,466.76","11.64B","1.07%"
"09/15/2016","1,463.39","1,460.80","1,468.69","1,457.07","10.46B","0.36%"
"09/14/2016","1,458.19","1,445.14","1,459.89","1,444.25","13.16B","0.78%"
"09/13/2016","1,446.84","1,431.52","1,450.43","1,429.62","12.16B","2.48%"
"09/12/2016","1,411.85","1,422.78","1,432.37","1,410.87","12.82B","-2.31%"
"09/09/2016","1,445.28","1,453.60","1,458.39","1,435.67","15.35B","-0.69%"
"09/08/2016","1,455.38","1,488.16","1,490.24","1,451.46","16.61B","-2.14%"
"09/07/2016","1,487.20","1,500.81","1,511.62","1,487.20","14.07B","-0.65%"
"09/06/2016","1,496.90","1,493.32","1,502.53","1,488.99","9.78B","0.29%"
"09/05/2016","1,492.52","1,526.28","1,527.22","1,477.28","19.20B","-1.90%"
"09/02/2016","1,521.48","1,539.44","1,540.97","1,516.70","15.11B","-1.18%"
"09/01/2016","1,539.71","1,549.21","1,550.59","1,539.71","11.15B","-0.56%"
"08/31/2016","1,548.44","1,545.72","1,548.71","1,539.03","10.23B","0.15%"
"08/30/2016","1,546.13","1,548.14","1,553.15","1,546.04","10.20B","0.13%"
"08/29/2016","1,544.15","1,551.14","1,553.56","1,540.02","11.19B","-0.34%"
"08/26/2016","1,549.41","1,546.04","1,555.88","1,545.41","9.41B","0.34%"
"08/25/2016","1,544.10","1,550.98","1,554.90","1,540.42","11.30B","-0.22%"
"08/24/2016","1,547.55","1,541.07","1,550.31","1,538.20","11.10B","0.49%"
"08/23/2016","1,540.06","1,532.03","1,541.01","1,528.40","11.04B","0.05%"
"08/22/2016","1,539.24","1,537.40","1,543.46","1,535.57","10.07B","0.03%"
"08/19/2016","1,538.76","1,548.62","1,551.46","1,535.87","11.31B","-0.53%"
"08/18/2016","1,547.01","1,536.25","1,549.98","1,535.18","15.08B","1.00%"
"08/17/2016","1,531.63","1,535.74","1,539.89","1,529.99","21.17B","-0.38%"
"08/16/2016","1,537.52","1,552.76","1,556.38","1,532.86","14.83B","-0.75%"
"08/15/2016","1,549.11","1,539.96","1,558.32","1,538.77","14.65B","-0.23%"
"08/11/2016","1,552.64","1,548.81","1,553.22","1,544.10","12.57B","0.29%"
"08/10/2016","1,548.13","1,552.21","1,554.31","1,542.06","14.17B","-0.01%"
"08/09/2016","1,548.21","1,545.06","1,551.59","1,542.06","12.85B","0.39%"
"08/08/2016","1,542.26","1,538.13","1,543.36","1,532.39","12.06B","1.55%"
"08/05/2016","1,518.69","1,515.93","1,521.26","1,513.07","9.49B","0.71%"
"08/04/2016","1,507.93","1,509.79","1,514.29","1,507.10","10.12B","0.03%"
"08/03/2016","1,507.47","1,496.38","1,509.77","1,493.88","11.15B","0.67%"
"08/02/2016","1,497.51","1,508.18","1,511.83","1,497.23","14.77B","-1.00%"
"08/01/2016","1,512.62","1,531.94","1,533.75","1,511.65","15.37B","-0.75%"
"07/29/2016","1,524.07","1,527.11","1,530.35","1,522.01","12.60B","-0.03%"
"07/28/2016","1,524.58","1,516.64","1,526.61","1,510.57","12.67B","0.61%"
"07/27/2016","1,515.40","1,510.59","1,517.73","1,509.54","11.64B","0.70%"
"07/26/2016","1,504.81","1,513.69","1,515.98","1,501.56","11.65B","-0.52%"
"07/25/2016","1,512.66","1,508.66","1,516.95","1,508.20","11.54B","0.23%"
"07/22/2016","1,509.13","1,502.76","1,510.58","1,497.32","10.12B","0.43%"
"07/21/2016","1,502.70","1,511.03","1,517.59","1,502.45","11.52B","-0.49%"
"07/20/2016","1,510.03","1,500.52","1,510.64","1,499.19","10.68B","1.21%"
"07/15/2016","1,492.00","1,492.96","1,498.13","1,489.82","12.14B","0.22%"
"07/14/2016","1,488.69","1,479.44","1,489.68","1,475.97","13.12B","0.75%"
"07/13/2016","1,477.61","1,481.29","1,483.14","1,475.44","14.45B","0.18%"
"07/12/2016","1,474.92","1,473.32","1,477.28","1,466.42","13.10B","0.44%"
"07/11/2016","1,468.39","1,464.42","1,470.57","1,463.15","12.63B","0.88%"
"07/08/2016","1,455.65","1,456.73","1,459.21","1,449.87","12.68B","-0.07%"
"07/07/2016","1,456.72","1,459.04","1,464.10","1,455.67","15.68B","0.28%"
"07/06/2016","1,452.59","1,444.54","1,456.98","1,443.97","11.03B","0.17%"
"07/05/2016","1,450.07","1,455.45","1,459.80","1,447.69","11.68B","-0.31%"
"07/04/2016","1,454.56","1,452.83","1,456.29","1,448.88","11.06B","0.66%"
"06/30/2016","1,444.99","1,450.55","1,452.08","1,436.68","12.33B","0.16%"
"06/29/2016","1,442.66","1,445.41","1,449.90","1,441.54","13.89B","0.36%"
"06/28/2016","1,437.42","1,426.65","1,437.82","1,424.23","10.85B","0.92%"
"06/27/2016","1,424.31","1,411.71","1,426.68","1,410.08","11.12B","0.79%"
"06/24/2016","1,413.19","1,411.99","1,416.15","1,393.83","17.62B","-1.62%"
"06/23/2016","1,436.40","1,425.41","1,438.51","1,418.59","12.08B","0.82%"
"06/22/2016","1,424.68","1,431.90","1,434.40","1,422.27","10.36B","-0.43%"
"06/21/2016","1,430.80","1,422.79","1,433.52","1,421.36","12.68B","0.62%"
"06/20/2016","1,421.99","1,425.53","1,426.87","1,419.45","13.65B","0.05%"
"06/17/2016","1,421.32","1,415.99","1,422.22","1,412.33","11.89B","0.72%"
"06/16/2016","1,411.19","1,428.73","1,429.74","1,410.26","12.29B","-1.65%"
"06/15/2016","1,434.89","1,430.87","1,436.65","1,425.57","11.87B","0.48%"
"06/14/2016","1,428.10","1,421.67","1,429.63","1,421.45","16.57B","0.44%"
"06/13/2016","1,421.86","1,419.38","1,425.97","1,414.89","12.47B","-0.51%"
"06/10/2016","1,429.21","1,434.33","1,438.66","1,428.87","7.53B","-0.45%"
"06/09/2016","1,435.65","1,449.62","1,451.08","1,435.20","8.28B","-0.68%"
"06/08/2016","1,445.54","1,443.01","1,446.46","1,436.43","8.54B","0.22%"
"06/07/2016","1,442.42","1,448.39","1,450.28","1,440.23","9.49B","-0.07%"
"06/06/2016","1,443.42","1,441.54","1,446.43","1,440.28","9.43B","0.49%"
"06/03/2016","1,436.43","1,430.23","1,437.62","1,426.80","9.54B","0.87%"
"06/02/2016","1,424.06","1,418.72","1,429.93","1,417.79","10.44B","0.59%"
"06/01/2016","1,415.76","1,423.26","1,429.08","1,415.73","9.11B","-0.60%"
"05/31/2016","1,424.28","1,427.29","1,428.29","1,420.19","11.28B","0.01%"
"05/30/2016","1,424.12","1,422.43","1,425.66","1,418.81","9.03B","0.81%"
"05/27/2016","1,412.67","1,402.37","1,412.67","1,400.92","8.62B","0.79%"
"05/26/2016","1,401.64","1,398.68","1,404.47","1,398.08","7.54B","0.29%"
"05/25/2016","1,397.63","1,393.95","1,398.35","1,390.19","9.10B","0.97%"
"05/24/2016","1,384.26","1,381.50","1,386.15","1,376.74","9.47B","0.19%"
"05/23/2016","1,381.69","1,387.73","1,388.88","1,377.65","10.84B","-0.30%"
"05/19/2016","1,385.86","1,400.78","1,400.97","1,384.12","13.81B","-1.05%"
"05/18/2016","1,400.50","1,406.95","1,410.04","1,399.36","11.33B","-0.43%"
"05/17/2016","1,406.57","1,405.30","1,411.02","1,402.43","11.82B","0.64%"
"05/16/2016","1,397.63","1,403.24","1,406.03","1,392.99","12.29B","0.21%"
"05/13/2016","1,394.69","1,400.00","1,404.57","1,394.25","12.06B","-0.33%"
"05/12/2016","1,399.31","1,384.82","1,399.39","1,383.04","11.88B","1.22%"
"05/11/2016","1,382.41","1,391.15","1,394.18","1,382.27","10.53B","-0.56%"
"05/10/2016","1,390.13","1,387.17","1,393.62","1,384.25","9.94B","-0.29%"
"05/09/2016","1,394.14","1,389.78","1,394.28","1,381.66","8.72B","0.25%"
"05/04/2016","1,390.70","1,392.58","1,393.56","1,384.18","8.20B","-0.51%"
"05/03/2016","1,397.87","1,403.53","1,409.92","1,397.12","10.45B","-0.48%"
"04/29/2016","1,404.61","1,399.15","1,404.61","1,394.25","11.79B","0.34%"
"04/28/2016","1,399.91","1,416.35","1,419.21","1,396.16","10.24B","-0.84%"
"04/27/2016","1,411.84","1,421.80","1,423.15","1,409.17","8.43B","-0.49%"
"04/26/2016","1,418.78","1,408.00","1,421.89","1,405.55","11.74B","0.71%"
"04/25/2016","1,408.71","1,410.66","1,413.99","1,406.38","8.57B","-0.15%"
"04/22/2016","1,410.81","1,425.27","1,425.76","1,410.81","8.62B","-0.92%"
"04/21/2016","1,423.90","1,425.72","1,432.25","1,420.75","9.72B","0.63%"
"04/20/2016","1,414.96","1,416.78","1,419.77","1,407.97","9.21B","-0.07%"
"04/19/2016","1,416.00","1,403.81","1,417.96","1,402.16","9.73B","1.23%"
"04/18/2016","1,398.77","1,387.08","1,398.81","1,384.39","8.82B","0.96%"
"04/12/2016","1,385.42","1,374.92","1,386.04","1,373.83","7.66B","1.14%"
"04/11/2016","1,369.84","1,370.31","1,375.47","1,364.96","5.92B","0.01%"
"04/08/2016","1,369.64","1,357.23","1,370.68","1,351.27","10.31B","0.95%"
"04/07/2016","1,356.69","1,375.19","1,379.25","1,356.68","9.66B","-1.23%"
"04/05/2016","1,373.59","1,389.75","1,390.11","1,373.34","10.74B","-1.91%"
"04/04/2016","1,400.27","1,399.59","1,403.27","1,396.42","7.65B","-0.03%"
"04/01/2016","1,400.72","1,405.07","1,406.24","1,395.44","7.02B","-0.50%"
"03/31/2016","1,407.70","1,406.85","1,412.92","1,402.01","8.05B","-0.18%"
"03/30/2016","1,410.29","1,401.08","1,419.72","1,400.55","9.44B","1.25%"
"03/29/2016","1,392.85","1,389.04","1,394.78","1,386.29","8.21B","0.28%"
"03/28/2016","1,389.01","1,395.69","1,399.22","1,386.98","7.86B","-0.41%"
"03/25/2016","1,394.78","1,407.43","1,410.17","1,394.53","8.70B","-0.76%"
"03/24/2016","1,405.41","1,407.36","1,412.80","1,403.53","9.46B","-0.48%"
"03/23/2016","1,412.16","1,396.24","1,412.16","1,393.16","10.51B","1.07%"
"03/22/2016","1,397.20","1,400.95","1,402.03","1,391.23","10.04B","0.26%"
"03/21/2016","1,393.63","1,384.72","1,393.68","1,380.16","11.03B","0.77%"
"03/18/2016","1,382.96","1,386.46","1,388.70","1,376.41","12.12B","0.20%"
"03/17/2016","1,380.20","1,388.09","1,389.77","1,379.96","11.58B","0.17%"
"03/16/2016","1,377.80","1,387.01","1,392.24","1,370.08","17.06B","-0.37%"
"03/15/2016","1,382.93","1,389.67","1,391.76","1,380.23","10.10B","-0.81%"
"03/14/2016","1,394.27","1,401.58","1,407.21","1,392.51","10.06B","0.06%"
"03/11/2016","1,393.41","1,385.27","1,396.86","1,385.26","11.05B","1.04%"
"03/10/2016","1,379.06","1,392.13","1,392.49","1,376.34","22.38B","-0.83%"
"03/09/2016","1,390.66","1,371.35","1,391.13","1,366.81","12.54B","1.17%"
"03/08/2016","1,374.62","1,391.58","1,397.75","1,373.86","16.23B","-1.51%"
"03/07/2016","1,395.75","1,386.53","1,396.30","1,385.91","13.95B","1.18%"
"03/04/2016","1,379.53","1,385.03","1,389.24","1,376.37","10.72B","0.01%"
"03/03/2016","1,379.33","1,371.46","1,383.47","1,369.94","11.47B","1.03%"
"03/02/2016","1,365.31","1,355.01","1,372.46","1,352.81","15.52B","1.36%"
"03/01/2016","1,346.95","1,335.52","1,347.33","1,331.55","10.16B","1.09%"
"02/29/2016","1,332.37","1,342.43","1,343.94","1,331.57","7.95B","-0.80%"
"02/26/2016","1,343.07","1,338.48","1,343.51","1,335.74","8.62B","0.72%"
"02/25/2016","1,333.42","1,338.04","1,338.98","1,326.68","8.94B","0.11%"
"02/24/2016","1,331.93","1,323.01","1,336.15","1,320.91","9.20B","0.46%"
"02/23/2016","1,325.79","1,325.24","1,329.24","1,319.22","9.28B","0.42%"
"02/19/2016","1,320.19","1,295.01","1,320.23","1,293.48","9.73B","1.98%"
"02/18/2016","1,294.59","1,297.23","1,301.33","1,287.84","8.88B","0.47%"
"02/17/2016","1,288.47","1,287.25","1,288.62","1,275.72","9.76B","-0.07%"
"02/16/2016","1,289.36","1,296.69","1,298.71","1,286.26","7.84B","0.07%"
"02/15/2016","1,288.40","1,287.05","1,294.55","1,284.89","6.97B","0.93%"
"02/12/2016","1,276.49","1,282.86","1,286.20","1,270.84","8.84B","-0.33%"
"02/11/2016","1,280.74","1,300.37","1,307.25","1,280.74","10.77B","-1.84%"
"02/10/2016","1,304.74","1,300.32","1,306.35","1,296.02","7.82B","0.06%"
"02/09/2016","1,303.96","1,300.34","1,303.99","1,294.60","7.18B","-0.28%"
"02/08/2016","1,307.57","1,308.46","1,313.29","1,304.71","5.98B","0.10%"
"02/05/2016","1,306.29","1,303.97","1,307.95","1,300.24","8.03B","0.71%"
"02/04/2016","1,297.11","1,298.89","1,301.87","1,294.67","9.47B","0.41%"
"02/03/2016","1,291.77","1,277.38","1,291.87","1,275.41","8.65B","0.50%"
"02/02/2016","1,285.30","1,295.76","1,300.10","1,284.64","12.77B","-0.93%"
"02/01/2016","1,297.34","1,300.85","1,308.26","1,293.27","11.15B","-0.28%"
"01/29/2016","1,300.98","1,291.97","1,301.01","1,287.23","9.97B","0.98%"
"01/28/2016","1,288.40","1,284.21","1,288.88","1,274.53","9.78B","0.79%"
"01/27/2016","1,278.29","1,276.69","1,286.16","1,275.79","10.78B","0.81%"
"01/26/2016","1,268.07","1,261.30","1,271.50","1,259.35","8.59B","0.03%"
"01/25/2016","1,267.70","1,277.28","1,283.51","1,267.58","11.58B","-0.03%"
"01/22/2016","1,268.03","1,260.53","1,272.09","1,254.80","9.77B","1.80%"
"01/21/2016","1,245.61","1,260.77","1,263.67","1,237.56","13.78B","-0.27%"
"01/20/2016","1,248.98","1,253.43","1,257.92","1,244.94","9.32B","-1.35%"
"01/19/2016","1,266.01","1,248.76","1,269.98","1,248.39","10.11B","1.68%"
"01/18/2016","1,245.05","1,234.80","1,250.66","1,231.32","7.76B","-0.06%"
"01/15/2016","1,245.85","1,269.40","1,273.82","1,245.36","9.18B","-1.38%"
"01/14/2016","1,263.29","1,264.93","1,273.91","1,260.41","9.84B","-1.20%"
"01/13/2016","1,278.61","1,268.32","1,279.21","1,262.53","10.72B","1.86%"
"01/12/2016","1,255.30","1,232.16","1,255.78","1,231.92","9.06B","1.68%"
"01/11/2016","1,234.50","1,233.86","1,235.18","1,220.96","7.90B","-0.78%"
